metro,year,age_bracket,households
"Sevierville, TN Micro Area",2019,65_plus,12275.0
"Sevierville, TN Micro Area",2019,under_25,1215.0
"Sevierville, TN Micro Area",2021,25_44,9415.0
"Sevierville, TN Micro Area",2021,45_64,15364.0
"Sevierville, TN Micro Area",2021,65_plus,10729.0
"Sevierville, TN Micro Area",2021,under_25,1162.0
"Sevierville, TN Micro Area",2022,25_44,11644.0
"Sevierville, TN Micro Area",2022,45_64,16529.0
"Sevierville, TN Micro Area",2022,65_plus,11935.0
"Sevierville, TN Micro Area",2022,under_25,2706.0
"Sevierville, TN Micro Area",2023,25_44,12555.0
"Sevierville, TN Micro Area",2023,45_64,14775.0
"Sevierville, TN Micro Area",2023,65_plus,13819.0
"Sevierville, TN Micro Area",2023,under_25,1578.0
"Sevierville, TN Micro Area",2024,25_44,11367.0
"Sevierville, TN Micro Area",2024,45_64,15341.0
"Sevierville, TN Micro Area",2024,65_plus,13548.0
"Sevierville, TN Micro Area",2024,under_25,2154.0
"Shawnee, OK Micro Area",2005,25_44,8132.0
"Shawnee, OK Micro Area",2005,45_64,9280.0
"Shawnee, OK Micro Area",2005,65_plus,5176.0
"Shawnee, OK Micro Area",2005,under_25,2768.0
"Shawnee, OK Micro Area",2006,25_44,8021.0
"Shawnee, OK Micro Area",2006,45_64,8807.0
"Shawnee, OK Micro Area",2006,65_plus,5999.0
"Shawnee, OK Micro Area",2006,under_25,1525.0
"Shawnee, OK Micro Area",2007,25_44,9040.0
"Shawnee, OK Micro Area",2007,45_64,9229.0
"Shawnee, OK Micro Area",2007,65_plus,5715.0
"Shawnee, OK Micro Area",2007,under_25,1413.0
"Shawnee, OK Micro Area",2008,25_44,8825.0
"Shawnee, OK Micro Area",2008,45_64,8960.0
"Shawnee, OK Micro Area",2008,65_plus,5673.0
"Shawnee, OK Micro Area",2008,under_25,1120.0
"Shawnee, OK Micro Area",2009,25_44,7887.0
"Shawnee, OK Micro Area",2009,45_64,9470.0
"Shawnee, OK Micro Area",2009,65_plus,5810.0
"Shawnee, OK Micro Area",2009,under_25,1303.0
"Shawnee, OK Micro Area",2010,25_44,8836.0
"Shawnee, OK Micro Area",2010,45_64,9956.0
"Shawnee, OK Micro Area",2010,65_plus,5894.0
"Shawnee, OK Micro Area",2010,under_25,1400.0
"Shawnee, OK Micro Area",2011,25_44,8287.0
"Shawnee, OK Micro Area",2011,45_64,9466.0
"Shawnee, OK Micro Area",2011,65_plus,6791.0
"Shawnee, OK Micro Area",2011,under_25,1119.0
"Shawnee, OK Micro Area",2012,25_44,8054.0
"Shawnee, OK Micro Area",2012,45_64,10074.0
"Shawnee, OK Micro Area",2012,65_plus,6566.0
"Shawnee, OK Micro Area",2012,under_25,1639.0
"Shawnee, OK Micro Area",2013,25_44,7808.0
"Shawnee, OK Micro Area",2013,45_64,10127.0
"Shawnee, OK Micro Area",2013,65_plus,6619.0
"Shawnee, OK Micro Area",2013,under_25,1340.0
"Shawnee, OK Micro Area",2014,25_44,8549.0
"Shawnee, OK Micro Area",2014,45_64,9237.0
"Shawnee, OK Micro Area",2014,65_plus,6475.0
"Shawnee, OK Micro Area",2014,under_25,1472.0
"Shawnee, OK Micro Area",2015,25_44,7400.0
"Shawnee, OK Micro Area",2015,45_64,9935.0
"Shawnee, OK Micro Area",2015,65_plus,7677.0
"Shawnee, OK Micro Area",2015,under_25,1099.0
"Shawnee, OK Micro Area",2016,25_44,7630.0
"Shawnee, OK Micro Area",2016,45_64,9866.0
"Shawnee, OK Micro Area",2016,65_plus,6865.0
"Shawnee, OK Micro Area",2016,under_25,1186.0
"Shawnee, OK Micro Area",2017,25_44,7919.0
"Shawnee, OK Micro Area",2017,45_64,9166.0
"Shawnee, OK Micro Area",2017,65_plus,7506.0
"Shawnee, OK Micro Area",2017,under_25,1286.0
"Shawnee, OK Micro Area",2018,25_44,7936.0
"Shawnee, OK Micro Area",2018,45_64,10379.0
"Shawnee, OK Micro Area",2018,65_plus,7298.0
"Shawnee, OK Micro Area",2018,under_25,1101.0
"Shawnee, OK Micro Area",2019,25_44,7682.0
"Shawnee, OK Micro Area",2019,45_64,9467.0
"Shawnee, OK Micro Area",2019,65_plus,7698.0
"Shawnee, OK Micro Area",2019,under_25,808.0
"Shawnee, OK Micro Area",2021,25_44,7928.0
"Shawnee, OK Micro Area",2021,45_64,9949.0
"Shawnee, OK Micro Area",2021,65_plus,7886.0
"Shawnee, OK Micro Area",2021,under_25,887.0
"Shawnee, OK Micro Area",2022,25_44,8119.0
"Shawnee, OK Micro Area",2022,45_64,9851.0
"Shawnee, OK Micro Area",2022,65_plus,8003.0
"Shawnee, OK Micro Area",2022,under_25,914.0
"Shawnee, OK Micro Area",2023,25_44,8700.0
"Shawnee, OK Micro Area",2023,45_64,9573.0
"Shawnee, OK Micro Area",2023,65_plus,7804.0
"Shawnee, OK Micro Area",2023,under_25,1073.0
"Shawnee, OK Micro Area",2024,25_44,8448.0
"Shawnee, OK Micro Area",2024,45_64,9186.0
"Shawnee, OK Micro Area",2024,65_plus,8330.0
"Shawnee, OK Micro Area",2024,under_25,1354.0
"Sheboygan, WI Metro Area",2005,25_44,14821.0
"Sheboygan, WI Metro Area",2005,45_64,17744.0
"Sheboygan, WI Metro Area",2005,65_plus,10274.0
"Sheboygan, WI Metro Area",2005,under_25,2377.0
"Sheboygan, WI Metro Area",2006,25_44,16143.0
"Sheboygan, WI Metro Area",2006,45_64,17220.0
"Sheboygan, WI Metro Area",2006,65_plus,10007.0
"Sheboygan, WI Metro Area",2006,under_25,3205.0
"Sheboygan, WI Metro Area",2007,25_44,16017.0
"Sheboygan, WI Metro Area",2007,45_64,17572.0
"Sheboygan, WI Metro Area",2007,65_plus,10286.0
"Sheboygan, WI Metro Area",2007,under_25,2888.0
"Sheboygan, WI Metro Area",2008,25_44,15682.0
"Sheboygan, WI Metro Area",2008,45_64,18008.0
"Sheboygan, WI Metro Area",2008,65_plus,10381.0
"Sheboygan, WI Metro Area",2008,under_25,2120.0
"Sheboygan, WI Metro Area",2009,25_44,14803.0
"Sheboygan, WI Metro Area",2009,45_64,18614.0
"Sheboygan, WI Metro Area",2009,65_plus,10210.0
"Sheboygan, WI Metro Area",2009,under_25,2177.0
"Sheboygan, WI Metro Area",2010,25_44,14467.0
"Sheboygan, WI Metro Area",2010,45_64,19445.0
"Sheboygan, WI Metro Area",2010,65_plus,10673.0
"Sheboygan, WI Metro Area",2010,under_25,1568.0
"Sheboygan, WI Metro Area",2011,25_44,14613.0
"Sheboygan, WI Metro Area",2011,45_64,18711.0
"Sheboygan, WI Metro Area",2011,65_plus,10713.0
"Sheboygan, WI Metro Area",2011,under_25,1940.0
"Sheboygan, WI Metro Area",2012,25_44,14848.0
"Sheboygan, WI Metro Area",2012,45_64,18999.0
"Sheboygan, WI Metro Area",2012,65_plus,11298.0
"Sheboygan, WI Metro Area",2012,under_25,1508.0
"Sheboygan, WI Metro Area",2013,25_44,13932.0
"Sheboygan, WI Metro Area",2013,45_64,19834.0
"Sheboygan, WI Metro Area",2013,65_plus,12054.0
"Sheboygan, WI Metro Area",2013,under_25,1475.0
"Sheboygan, WI Metro Area",2014,25_44,14079.0
"Sheboygan, WI Metro Area",2014,45_64,18916.0
"Sheboygan, WI Metro Area",2014,65_plus,11782.0
"Sheboygan, WI Metro Area",2014,under_25,1727.0
"Sheboygan, WI Metro Area",2015,25_44,14313.0
"Sheboygan, WI Metro Area",2015,45_64,19117.0
"Sheboygan, WI Metro Area",2015,65_plus,12264.0
"Sheboygan, WI Metro Area",2015,under_25,1744.0
"Sheboygan, WI Metro Area",2016,25_44,14703.0
"Sheboygan, WI Metro Area",2016,45_64,18623.0
"Sheboygan, WI Metro Area",2016,65_plus,12742.0
"Sheboygan, WI Metro Area",2016,under_25,1584.0
"Sheboygan, WI Metro Area",2017,25_44,14453.0
"Sheboygan, WI Metro Area",2017,45_64,18792.0
"Sheboygan, WI Metro Area",2017,65_plus,12452.0
"Sheboygan, WI Metro Area",2017,under_25,2650.0
"Sheboygan, WI Metro Area",2018,25_44,13529.0
"Sheboygan, WI Metro Area",2018,45_64,18226.0
"Sheboygan, WI Metro Area",2018,65_plus,13487.0
"Sheboygan, WI Metro Area",2018,under_25,1066.0
"Sheboygan, WI Metro Area",2019,25_44,13813.0
"Sheboygan, WI Metro Area",2019,45_64,18401.0
"Sheboygan, WI Metro Area",2019,65_plus,14663.0
"Sheboygan, WI Metro Area",2019,under_25,1814.0
"Sheboygan, WI Metro Area",2021,25_44,14128.0
"Sheboygan, WI Metro Area",2021,45_64,18896.0
"Sheboygan, WI Metro Area",2021,65_plus,14236.0
"Sheboygan, WI Metro Area",2021,under_25,2156.0
"Sheboygan, WI Metro Area",2022,25_44,14642.0
"Sheboygan, WI Metro Area",2022,45_64,18356.0
"Sheboygan, WI Metro Area",2022,65_plus,16017.0
"Sheboygan, WI Metro Area",2022,under_25,1519.0
"Sheboygan, WI Metro Area",2023,25_44,14247.0
"Sheboygan, WI Metro Area",2023,45_64,18651.0
"Sheboygan, WI Metro Area",2023,65_plus,14737.0
"Sheboygan, WI Metro Area",2023,under_25,2217.0
"Sheboygan, WI Metro Area",2024,25_44,14372.0
"Sheboygan, WI Metro Area",2024,45_64,18460.0
"Sheboygan, WI Metro Area",2024,65_plus,15348.0
"Sheboygan, WI Metro Area",2024,under_25,1938.0
"Shelby, NC Micro Area",2005,25_44,13894.0
"Shelby, NC Micro Area",2005,45_64,13685.0
"Shelby, NC Micro Area",2005,65_plus,8434.0
"Shelby, NC Micro Area",2005,under_25,1914.0
"Shelby, NC Micro Area",2006,25_44,12464.0
"Shelby, NC Micro Area",2006,45_64,13983.0
"Shelby, NC Micro Area",2006,65_plus,8255.0
"Shelby, NC Micro Area",2006,under_25,1558.0
"Shelby, NC Micro Area",2007,25_44,11883.0
"Shelby, NC Micro Area",2007,45_64,14472.0
"Shelby, NC Micro Area",2007,65_plus,8946.0
"Shelby, NC Micro Area",2007,under_25,1310.0
"Shelby, NC Micro Area",2008,25_44,12854.0
"Shelby, NC Micro Area",2008,45_64,15180.0
"Shelby, NC Micro Area",2008,65_plus,8895.0
"Shelby, NC Micro Area",2008,under_25,1574.0
"Shelby, NC Micro Area",2009,25_44,12243.0
"Shelby, NC Micro Area",2009,45_64,15321.0
"Shelby, NC Micro Area",2009,65_plus,9174.0
"Shelby, NC Micro Area",2009,under_25,2066.0
"Shelby, NC Micro Area",2010,25_44,9800.0
"Shelby, NC Micro Area",2010,45_64,15805.0
"Shelby, NC Micro Area",2010,65_plus,9785.0
"Shelby, NC Micro Area",2010,under_25,1818.0
"Shelby, NC Micro Area",2011,25_44,10652.0
"Shelby, NC Micro Area",2011,45_64,14922.0
"Shelby, NC Micro Area",2011,65_plus,10111.0
"Shelby, NC Micro Area",2011,under_25,828.0
"Shelby, NC Micro Area",2012,25_44,11419.0
"Shelby, NC Micro Area",2012,45_64,14092.0
"Shelby, NC Micro Area",2012,65_plus,10567.0
"Shelby, NC Micro Area",2012,under_25,740.0
"Shelby, NC Micro Area",2013,25_44,11646.0
"Shelby, NC Micro Area",2013,45_64,15153.0
"Shelby, NC Micro Area",2013,65_plus,10397.0
"Shelby, NC Micro Area",2013,under_25,1213.0
"Shelby, NC Micro Area",2014,25_44,10877.0
"Shelby, NC Micro Area",2014,45_64,13559.0
"Shelby, NC Micro Area",2014,65_plus,11438.0
"Shelby, NC Micro Area",2014,under_25,1164.0
"Shelby, NC Micro Area",2015,25_44,9042.0
"Shelby, NC Micro Area",2015,45_64,16140.0
"Shelby, NC Micro Area",2015,65_plus,10376.0
"Shelby, NC Micro Area",2015,under_25,733.0
"Shelby, NC Micro Area",2016,25_44,9979.0
"Shelby, NC Micro Area",2016,45_64,14904.0
"Shelby, NC Micro Area",2016,65_plus,10252.0
"Shelby, NC Micro Area",2016,under_25,1270.0
"Shelby, NC Micro Area",2017,25_44,10149.0
"Shelby, NC Micro Area",2017,45_64,16238.0
"Shelby, NC Micro Area",2017,65_plus,12399.0
"Shelby, NC Micro Area",2017,under_25,823.0
"Shelby, NC Micro Area",2018,25_44,9014.0
"Shelby, NC Micro Area",2018,45_64,14167.0
"Shelby, NC Micro Area",2018,65_plus,10539.0
"Shelby, NC Micro Area",2018,under_25,854.0
"Shelby, NC Micro Area",2019,25_44,6926.0
"Shelby, NC Micro Area",2019,45_64,12967.0
"Shelby, NC Micro Area",2019,65_plus,10350.0
"Shelby, NC Micro Area",2019,under_25,356.0
"Shelby, NC Micro Area",2021,25_44,11335.0
"Shelby, NC Micro Area",2021,45_64,15676.0
"Shelby, NC Micro Area",2021,65_plus,11871.0
"Shelby, NC Micro Area",2021,under_25,1414.0
"Shelby, NC Micro Area",2022,25_44,11225.0
"Shelby, NC Micro Area",2022,45_64,14249.0
"Shelby, NC Micro Area",2022,65_plus,12772.0
"Shelby, NC Micro Area",2022,under_25,466.0
"Shelby-Kings Mountain, NC Micro Area",2023,25_44,11485.0
"Shelby-Kings Mountain, NC Micro Area",2023,45_64,14889.0
"Shelby-Kings Mountain, NC Micro Area",2023,65_plus,11529.0
"Shelby-Kings Mountain, NC Micro Area",2023,under_25,1411.0
"Shelby-Kings Mountain, NC Micro Area",2024,25_44,10870.0
"Shelby-Kings Mountain, NC Micro Area",2024,45_64,14984.0
"Shelby-Kings Mountain, NC Micro Area",2024,65_plus,12189.0
"Shelby-Kings Mountain, NC Micro Area",2024,under_25,1045.0
"Shelton, WA Micro Area",2018,25_44,5523.0
"Shelton, WA Micro Area",2018,45_64,10672.0
"Shelton, WA Micro Area",2018,65_plus,8846.0
"Shelton, WA Micro Area",2018,under_25,823.0
"Shelton, WA Micro Area",2019,25_44,6145.0
"Shelton, WA Micro Area",2019,45_64,9153.0
"Shelton, WA Micro Area",2019,65_plus,8881.0
"Shelton, WA Micro Area",2019,under_25,641.0
"Shelton, WA Micro Area",2021,25_44,5580.0
"Shelton, WA Micro Area",2021,45_64,9637.0
"Shelton, WA Micro Area",2021,65_plus,9183.0
"Shelton, WA Micro Area",2021,under_25,636.0
"Shelton, WA Micro Area",2022,25_44,6828.0
"Shelton, WA Micro Area",2022,45_64,8839.0
"Shelton, WA Micro Area",2022,65_plus,10619.0
"Shelton, WA Micro Area",2022,under_25,813.0
"Shelton, WA Micro Area",2023,25_44,5706.0
"Shelton, WA Micro Area",2023,45_64,8267.0
"Shelton, WA Micro Area",2023,65_plus,10873.0
"Shelton, WA Micro Area",2023,under_25,315.0
"Shelton, WA Micro Area",2024,25_44,7237.0
"Shelton, WA Micro Area",2024,45_64,9532.0
"Shelton, WA Micro Area",2024,65_plus,10853.0
"Shelton, WA Micro Area",2024,under_25,603.0
"Sherman-Denison, TX Metro Area",2005,25_44,14994.0
"Sherman-Denison, TX Metro Area",2005,45_64,15907.0
"Sherman-Denison, TX Metro Area",2005,65_plus,9982.0
"Sherman-Denison, TX Metro Area",2005,under_25,2230.0
"Sherman-Denison, TX Metro Area",2006,25_44,16930.0
"Sherman-Denison, TX Metro Area",2006,45_64,16017.0
"Sherman-Denison, TX Metro Area",2006,65_plus,10092.0
"Sherman-Denison, TX Metro Area",2006,under_25,2163.0
"Sherman-Denison, TX Metro Area",2007,25_44,13468.0
"Sherman-Denison, TX Metro Area",2007,45_64,17203.0
"Sherman-Denison, TX Metro Area",2007,65_plus,10797.0
"Sherman-Denison, TX Metro Area",2007,under_25,2088.0
"Sherman-Denison, TX Metro Area",2008,25_44,16113.0
"Sherman-Denison, TX Metro Area",2008,45_64,16065.0
"Sherman-Denison, TX Metro Area",2008,65_plus,10751.0
"Sherman-Denison, TX Metro Area",2008,under_25,1659.0
"Sherman-Denison, TX Metro Area",2009,25_44,13967.0
"Sherman-Denison, TX Metro Area",2009,45_64,18302.0
"Sherman-Denison, TX Metro Area",2009,65_plus,11630.0
"Sherman-Denison, TX Metro Area",2009,under_25,2120.0
"Sherman-Denison, TX Metro Area",2010,25_44,12555.0
"Sherman-Denison, TX Metro Area",2010,45_64,18918.0
"Sherman-Denison, TX Metro Area",2010,65_plus,11196.0
"Sherman-Denison, TX Metro Area",2010,under_25,2216.0
"Sherman-Denison, TX Metro Area",2011,25_44,14912.0
"Sherman-Denison, TX Metro Area",2011,45_64,18670.0
"Sherman-Denison, TX Metro Area",2011,65_plus,11405.0
"Sherman-Denison, TX Metro Area",2011,under_25,1460.0
"Sherman-Denison, TX Metro Area",2012,25_44,15150.0
"Sherman-Denison, TX Metro Area",2012,45_64,18950.0
"Sherman-Denison, TX Metro Area",2012,65_plus,11968.0
"Sherman-Denison, TX Metro Area",2012,under_25,1702.0
"Sherman-Denison, TX Metro Area",2013,25_44,13997.0
"Sherman-Denison, TX Metro Area",2013,45_64,17924.0
"Sherman-Denison, TX Metro Area",2013,65_plus,12483.0
"Sherman-Denison, TX Metro Area",2013,under_25,1907.0
"Sherman-Denison, TX Metro Area",2014,25_44,13361.0
"Sherman-Denison, TX Metro Area",2014,45_64,19257.0
"Sherman-Denison, TX Metro Area",2014,65_plus,12404.0
"Sherman-Denison, TX Metro Area",2014,under_25,1599.0
"Sherman-Denison, TX Metro Area",2015,25_44,13675.0
"Sherman-Denison, TX Metro Area",2015,45_64,19037.0
"Sherman-Denison, TX Metro Area",2015,65_plus,13437.0
"Sherman-Denison, TX Metro Area",2015,under_25,1389.0
"Sherman-Denison, TX Metro Area",2016,25_44,14807.0
"Sherman-Denison, TX Metro Area",2016,45_64,17702.0
"Sherman-Denison, TX Metro Area",2016,65_plus,13495.0
"Sherman-Denison, TX Metro Area",2016,under_25,1131.0
"Sherman-Denison, TX Metro Area",2017,25_44,14356.0
"Sherman-Denison, TX Metro Area",2017,45_64,19489.0
"Sherman-Denison, TX Metro Area",2017,65_plus,13859.0
"Sherman-Denison, TX Metro Area",2017,under_25,1472.0
"Sherman-Denison, TX Metro Area",2018,25_44,13488.0
"Sherman-Denison, TX Metro Area",2018,45_64,18761.0
"Sherman-Denison, TX Metro Area",2018,65_plus,14802.0
"Sherman-Denison, TX Metro Area",2018,under_25,1912.0
"Sherman-Denison, TX Metro Area",2019,25_44,13582.0
"Sherman-Denison, TX Metro Area",2019,45_64,18701.0
"Sherman-Denison, TX Metro Area",2019,65_plus,15181.0
"Sherman-Denison, TX Metro Area",2019,under_25,1560.0
"Sherman-Denison, TX Metro Area",2021,25_44,16771.0
"Sherman-Denison, TX Metro Area",2021,45_64,19782.0
"Sherman-Denison, TX Metro Area",2021,65_plus,17250.0
"Sherman-Denison, TX Metro Area",2021,under_25,2202.0
"Sherman-Denison, TX Metro Area",2022,25_44,15501.0
"Sherman-Denison, TX Metro Area",2022,45_64,20191.0
"Sherman-Denison, TX Metro Area",2022,65_plus,16963.0
"Sherman-Denison, TX Metro Area",2022,under_25,1654.0
"Sherman-Denison, TX Metro Area",2023,25_44,17702.0
"Sherman-Denison, TX Metro Area",2023,45_64,20909.0
"Sherman-Denison, TX Metro Area",2023,65_plus,15416.0
"Sherman-Denison, TX Metro Area",2023,under_25,2240.0
"Sherman-Denison, TX Metro Area",2024,25_44,18823.0
"Sherman-Denison, TX Metro Area",2024,45_64,21417.0
"Sherman-Denison, TX Metro Area",2024,65_plus,17377.0
"Sherman-Denison, TX Metro Area",2024,under_25,2855.0
"Show Low, AZ Micro Area",2008,25_44,12330.0
"Show Low, AZ Micro Area",2008,45_64,14497.0
"Show Low, AZ Micro Area",2008,65_plus,8971.0
"Show Low, AZ Micro Area",2008,under_25,602.0
"Show Low, AZ Micro Area",2009,25_44,9546.0
"Show Low, AZ Micro Area",2009,45_64,15544.0
"Show Low, AZ Micro Area",2009,65_plus,8717.0
"Show Low, AZ Micro Area",2009,under_25,1305.0
"Show Low, AZ Micro Area",2010,25_44,8947.0
"Show Low, AZ Micro Area",2010,45_64,16612.0
"Show Low, AZ Micro Area",2010,65_plus,8545.0
"Show Low, AZ Micro Area",2010,under_25,787.0
"Show Low, AZ Micro Area",2011,25_44,7790.0
"Show Low, AZ Micro Area",2011,45_64,14423.0
"Show Low, AZ Micro Area",2011,65_plus,9791.0
"Show Low, AZ Micro Area",2011,under_25,1301.0
"Show Low, AZ Micro Area",2012,25_44,8777.0
"Show Low, AZ Micro Area",2012,45_64,15659.0
"Show Low, AZ Micro Area",2012,65_plus,9992.0
"Show Low, AZ Micro Area",2012,under_25,1060.0
"Show Low, AZ Micro Area",2013,25_44,9516.0
"Show Low, AZ Micro Area",2013,45_64,14489.0
"Show Low, AZ Micro Area",2013,65_plus,9242.0
"Show Low, AZ Micro Area",2013,under_25,900.0
"Show Low, AZ Micro Area",2014,25_44,7525.0
"Show Low, AZ Micro Area",2014,45_64,13942.0
"Show Low, AZ Micro Area",2014,65_plus,10706.0
"Show Low, AZ Micro Area",2014,under_25,1063.0
"Show Low, AZ Micro Area",2015,25_44,7633.0
"Show Low, AZ Micro Area",2015,45_64,13340.0
"Show Low, AZ Micro Area",2015,65_plus,11031.0
"Show Low, AZ Micro Area",2015,under_25,1768.0
"Show Low, AZ Micro Area",2016,25_44,7551.0
"Show Low, AZ Micro Area",2016,45_64,13830.0
"Show Low, AZ Micro Area",2016,65_plus,11126.0
"Show Low, AZ Micro Area",2016,under_25,1080.0
"Show Low, AZ Micro Area",2017,25_44,7912.0
"Show Low, AZ Micro Area",2017,45_64,15531.0
"Show Low, AZ Micro Area",2017,65_plus,11355.0
"Show Low, AZ Micro Area",2017,under_25,1296.0
"Show Low, AZ Micro Area",2018,25_44,8120.0
"Show Low, AZ Micro Area",2018,45_64,12700.0
"Show Low, AZ Micro Area",2018,65_plus,12780.0
"Show Low, AZ Micro Area",2018,under_25,685.0
"Show Low, AZ Micro Area",2019,25_44,9785.0
"Show Low, AZ Micro Area",2019,45_64,15729.0
"Show Low, AZ Micro Area",2019,65_plus,11984.0
"Show Low, AZ Micro Area",2019,under_25,1234.0
"Show Low, AZ Micro Area",2021,25_44,9502.0
"Show Low, AZ Micro Area",2021,45_64,15417.0
"Show Low, AZ Micro Area",2021,65_plus,14133.0
"Show Low, AZ Micro Area",2021,under_25,1035.0
"Show Low, AZ Micro Area",2022,25_44,10607.0
"Show Low, AZ Micro Area",2022,45_64,15183.0
"Show Low, AZ Micro Area",2022,65_plus,13979.0
"Show Low, AZ Micro Area",2022,under_25,1646.0
"Show Low, AZ Micro Area",2023,25_44,10874.0
"Show Low, AZ Micro Area",2023,45_64,14703.0
"Show Low, AZ Micro Area",2023,65_plus,14520.0
"Show Low, AZ Micro Area",2023,under_25,1848.0
"Show Low, AZ Micro Area",2024,25_44,11638.0
"Show Low, AZ Micro Area",2024,45_64,14564.0
"Show Low, AZ Micro Area",2024,65_plus,15458.0
"Show Low, AZ Micro Area",2024,under_25,2348.0
"Shreveport-Bossier City, LA Metro Area",2005,25_44,50798.0
"Shreveport-Bossier City, LA Metro Area",2005,45_64,53447.0
"Shreveport-Bossier City, LA Metro Area",2005,65_plus,32499.0
"Shreveport-Bossier City, LA Metro Area",2005,under_25,11124.0
"Shreveport-Bossier City, LA Metro Area",2006,25_44,52036.0
"Shreveport-Bossier City, LA Metro Area",2006,45_64,56371.0
"Shreveport-Bossier City, LA Metro Area",2006,65_plus,31688.0
"Shreveport-Bossier City, LA Metro Area",2006,under_25,7257.0
"Shreveport-Bossier City, LA Metro Area",2007,25_44,53952.0
"Shreveport-Bossier City, LA Metro Area",2007,45_64,56618.0
"Shreveport-Bossier City, LA Metro Area",2007,65_plus,32989.0
"Shreveport-Bossier City, LA Metro Area",2007,under_25,8083.0
"Shreveport-Bossier City, LA Metro Area",2008,25_44,52749.0
"Shreveport-Bossier City, LA Metro Area",2008,45_64,54104.0
"Shreveport-Bossier City, LA Metro Area",2008,65_plus,33977.0
"Shreveport-Bossier City, LA Metro Area",2008,under_25,7949.0
"Shreveport-Bossier City, LA Metro Area",2009,25_44,54449.0
"Shreveport-Bossier City, LA Metro Area",2009,45_64,57779.0
"Shreveport-Bossier City, LA Metro Area",2009,65_plus,33437.0
"Shreveport-Bossier City, LA Metro Area",2009,under_25,9326.0
"Shreveport-Bossier City, LA Metro Area",2010,25_44,52337.0
"Shreveport-Bossier City, LA Metro Area",2010,45_64,59370.0
"Shreveport-Bossier City, LA Metro Area",2010,65_plus,33644.0
"Shreveport-Bossier City, LA Metro Area",2010,under_25,8901.0
"Shreveport-Bossier City, LA Metro Area",2011,25_44,51368.0
"Shreveport-Bossier City, LA Metro Area",2011,45_64,59111.0
"Shreveport-Bossier City, LA Metro Area",2011,65_plus,35417.0
"Shreveport-Bossier City, LA Metro Area",2011,under_25,8475.0
"Shreveport-Bossier City, LA Metro Area",2012,25_44,51399.0
"Shreveport-Bossier City, LA Metro Area",2012,45_64,59775.0
"Shreveport-Bossier City, LA Metro Area",2012,65_plus,34170.0
"Shreveport-Bossier City, LA Metro Area",2012,under_25,7931.0
"Shreveport-Bossier City, LA Metro Area",2013,25_44,55905.0
"Shreveport-Bossier City, LA Metro Area",2013,45_64,65874.0
"Shreveport-Bossier City, LA Metro Area",2013,65_plus,40488.0
"Shreveport-Bossier City, LA Metro Area",2013,under_25,7214.0
"Shreveport-Bossier City, LA Metro Area",2014,25_44,56955.0
"Shreveport-Bossier City, LA Metro Area",2014,45_64,63510.0
"Shreveport-Bossier City, LA Metro Area",2014,65_plus,40247.0
"Shreveport-Bossier City, LA Metro Area",2014,under_25,6306.0
"Shreveport-Bossier City, LA Metro Area",2015,25_44,58160.0
"Shreveport-Bossier City, LA Metro Area",2015,45_64,63995.0
"Shreveport-Bossier City, LA Metro Area",2015,65_plus,42442.0
"Shreveport-Bossier City, LA Metro Area",2015,under_25,6934.0
"Shreveport-Bossier City, LA Metro Area",2016,25_44,58381.0
"Shreveport-Bossier City, LA Metro Area",2016,45_64,63600.0
"Shreveport-Bossier City, LA Metro Area",2016,65_plus,42521.0
"Shreveport-Bossier City, LA Metro Area",2016,under_25,6397.0
"Shreveport-Bossier City, LA Metro Area",2017,25_44,56644.0
"Shreveport-Bossier City, LA Metro Area",2017,45_64,63448.0
"Shreveport-Bossier City, LA Metro Area",2017,65_plus,45257.0
"Shreveport-Bossier City, LA Metro Area",2017,under_25,6945.0
"Shreveport-Bossier City, LA Metro Area",2018,25_44,58699.0
"Shreveport-Bossier City, LA Metro Area",2018,45_64,60010.0
"Shreveport-Bossier City, LA Metro Area",2018,65_plus,45920.0
"Shreveport-Bossier City, LA Metro Area",2018,under_25,6911.0
"Shreveport-Bossier City, LA Metro Area",2019,25_44,53631.0
"Shreveport-Bossier City, LA Metro Area",2019,45_64,51786.0
"Shreveport-Bossier City, LA Metro Area",2019,65_plus,41616.0
"Shreveport-Bossier City, LA Metro Area",2019,under_25,6791.0
"Shreveport-Bossier City, LA Metro Area",2021,25_44,53184.0
"Shreveport-Bossier City, LA Metro Area",2021,45_64,51964.0
"Shreveport-Bossier City, LA Metro Area",2021,65_plus,44241.0
"Shreveport-Bossier City, LA Metro Area",2021,under_25,6459.0
"Shreveport-Bossier City, LA Metro Area",2022,25_44,51036.0
"Shreveport-Bossier City, LA Metro Area",2022,45_64,54743.0
"Shreveport-Bossier City, LA Metro Area",2022,65_plus,43796.0
"Shreveport-Bossier City, LA Metro Area",2022,under_25,7580.0
"Shreveport-Bossier City, LA Metro Area",2023,25_44,53165.0
"Shreveport-Bossier City, LA Metro Area",2023,45_64,57607.0
"Shreveport-Bossier City, LA Metro Area",2023,65_plus,46565.0
"Shreveport-Bossier City, LA Metro Area",2023,under_25,6669.0
"Shreveport-Bossier City, LA Metro Area",2024,25_44,54390.0
"Shreveport-Bossier City, LA Metro Area",2024,45_64,53649.0
"Shreveport-Bossier City, LA Metro Area",2024,65_plus,46417.0
"Shreveport-Bossier City, LA Metro Area",2024,under_25,6363.0
"Sierra Vista-Douglas, AZ Metro Area",2013,25_44,12455.0
